High-1	High-2	Low-2	Low-3
4930543E12Rik	0	0	0	0
Arntl	233	173	257	313
Gm45355	0	0	0	0
Btbd10	447	351	454	732
Pth	0	0	0	0
Far1	770	552	521	1041
Far1os	0	1	2	0
Gm5600	0	0	0	0
Gm29507	0	0	0	0
Spon1	11	2	6	1
Rras2	296	385	300	325
Gm45615	0	0	0	0
Copb1	3686	4217	4875	7046
Psma1	4805	4725	4227	4655
4933406I18Rik	20	27	15	27
Pde3b	1248	681	1243	2352
Cyp2r1	0	6	3	0
Calca	104	59	31	26
Calcb	0	0	0	0
Insc	11	28	40	8
Gm45017	0	0	0	0
Gm45020	0	0	0	0
A730082K24Rik	0	0	0	0
Gm34225	4	0	0	0
Sox6	7	10	6	0
Gm45025	0	0	0	0
Sox6os	0	0	0	0
1110004F10Rik	2176	2819	2650	2860
Gm4353	17	12	4	9
Plekha7	16	30	19	71
Rps13	2324	2156	1846	1563
Gm44777	6	0	31	0
Pik3c2a	445	374	436	698
Nucb2	7469	4741	4300	6717
Gm45151	2	4	0	2
4732496C06Rik	48	57	73	105
Gm39075	0	0	0	0
Xylt1	47	52	8	4
Rps15a	916	840	663	566
Arl6ip1	3543	3761	3922	4014
Smg1	235	252	246	211
Gm45155	0	0	0	0
Gm35309	0	0	0	0
Syt17	15	0	21	24
Itpripl2	13	33	0	0
Coq7	669	743	662	779
Tmc7	213	177	239	377
B230311B06Rik	0	0	0	0
Tmc5	14	0	4	0
Gde1	11333	8851	6649	10003
Ccp110	113	65	47	112
9030624J02Rik	1259	881	1074	2045
Knop1	624	484	516	585
Iqck	56	29	82	60
Gm44763	0	1	0	0
Gprc5b	0	4	1	0
Gpr139	0	0	0	0
Gp2	406	364	4	142
Umod	0	0	0	0
Gm44588	0	0	0	0
Pdilt	0	0	0	0
Acsm5	0	0	0	0
Acsm2	1	0	0	0
Gm39078	0	0	0	0
Acsm1	0	0	0	0
Gm19950	0	3	0	0
Gm45792	0	0	0	0
Acsm4	0	0	0	0
Thumpd1	701	730	653	1157
Gm44866	0	0	0	0
Acsm3	1	0	0	0
Eri2	65	90	54	123
Rexo5	32	17	26	48
Dcun1d3	381	265	455	447
Lyrm1	154	184	223	184
Dnah3	0	0	0	0
Tmem159	773	797	966	1007
Zp2	10	27	12	25
4930505K13Rik	0	0	0	0
Anks4b	448	302	487	471
Crym	6	6	3	1
Abca14	20	5	8	3
Abca15	0	0	0	0
Abca16	0	0	0	0
Gm32916	0	0	0	0
Uqcrc2	3818	4179	3805	4633
Pdzd9	0	6	5	1
4930588G17Rik	27	37	40	93
Mosmo	156	155	138	144
Vwa3a	7	0	0	0
Gm5737	2	0	0	1
Eef2k	168	116	126	201
Gm15774	0	0	0	0
Polr3e	381	273	398	590
Cdr2	797	484	642	991
Mfsd13b	15	9	6	13
Mettl9	2069	2089	1972	2414
Igsf6	81	108	12	15
Otoa	117	115	114	89
Gm45079	0	0	0	0
Gm36736	0	0	0	0
Hs3st2	1	17	0	0
4933432K03Rik	58	66	21	31
1700025J12Rik	0	2	3	1
Usp31	228	193	238	170
1700069B07Rik	6	6	21	7
Scnn1g	160	155	164	330
Scnn1b	5847	5131	6557	8691
Cog7	2210	1488	2014	3439
Gm44987	3	3	3	3
Gga2	2261	1611	2510	5006
Ears2	372	331	386	508
Ubfd1	1478	1548	1880	2112
Ndufab1	1806	1854	1946	1722
Palb2	2	4	7	12
Dctn5	1522	1462	1469	1681
Gm15489	8	4	5	16
Plk1	32	9	0	2
Ern2	17	0	0	0
Chp2	5	7	18	35
Prkcb	2006	1670	1986	4382
Cacng3	8	0	0	6
Rbbp6	848	701	988	1029
Gm45846	3	3	1	2
Gm45847	141	61	71	139
Tnrc6a	649	575	871	476
Slc5a11	0	0	0	0
Arhgap17	260	179	239	314
Lcmt1	520	552	726	849
Aqp8	0	0	0	0
Zkscan2	31	25	23	21
Gm27040	0	0	0	0
Hs3st4	0	0	0	0
Gm15339	0	0	0	0
3100003L05Rik	0	0	0	0
Gm45092	0	0	0	0
4933440M02Rik	17	6	25	13
4930571K23Rik	0	0	0	0
Gm30717	27	17	13	4
Kdm8	31	155	139	186
Nsmce1	1233	1377	1204	1221
Il4ra	258	371	176	215
Gm44876	0	0	0	0
Il21r	22	83	3	5
Gtf3c1	676	367	648	893
D430042O09Rik	117	103	186	195
Gsg1l	0	0	3	0
Xpo6	1674	683	985	1894
1700123J17Rik	0	0	0	0
Sbk1	445	268	261	1040
Gm30928	0	0	0	0
Lat	2	3	1	0
Spns1	804	742	888	1054
Nfatc2ip	11	10	15	9
Cd19	13	0	0	0
Rabep2	292	239	292	284
Atp2a1	4	1	2	1
Sh2b1	769	666	639	1044
Tufm	539	477	712	702
Atxn2l	1216	762	1126	1395
Eif3c	4807	2759	2899	5338
Cln3	704	738	626	801
Apobr	29	12	3	2
Il27	4	9	0	1
Nupr1	8482	5175	1935	2748
2510046G10Rik	160	159	204	239
Sgf29	335	334	434	472
Sult1a1	3	0	0	0
Slx1b	179	162	219	186
Bola2	1320	1202	1026	970
Coro1a	98	295	18	23
4930448A20Rik	0	0	0	0
Mapk3	2237	1977	2761	2899
Gdpd3	5	2	8	3
Ypel3	1303	1301	2287	2122
Tbx6	5	2	15	3
Ppp4c	2515	2504	2412	2704
Aldoa	25922	28843	23252	27019
Fam57b	71	95	85	67
4930451I11Rik	1	0	2	0
Gm44854	0	0	0	0
Doc2a	0	3	2	1
Ino80e	516	476	439	534
Hirip3	96	68	98	96
Taok2	911	771	1210	1619
Tmem219	1443	1582	1365	1480
Kctd13	1176	1331	1531	2063
Asphd1	154	140	109	144
Sez6l2	3609	2809	2924	4267
Cdiptos	13	11	15	6
Cdipt	3860	3759	4263	4932
Mvp	4062	2011	1738	3387
Pagr1b	0	0	0	0
Pagr1a	1	0	0	3
Gm42742	0	5	0	0
Prrt2	0	2	0	0
Maz	725	583	742	1191
Kif22	90	55	62	53
Gm31749	5	3	8	2
Zg16	148	701	14	60
Gm44939	0	0	0	0
AI467606	395	458	510	722
Qprt	0	3	2	6
Spn	0	0	0	0
Cd2bp2	741	654	624	1166
Tbc1d10b	601	482	656	1321
Mylpf	38	22	55	56
Sept1	14	12	10	4
Zfp553	409	207	240	658
Zfp771	514	434	501	663
Dctpp1	271	231	300	181
Sephs2	2247	2292	2721	3599
Gm31897	0	0	0	0
Itgal	4	14	0	21
Zfp768	317	182	227	311
Zfp747	128	115	99	205
9130019O22Rik	77	58	53	89
E430018J23Rik	39	12	72	54
Zfp764	180	122	147	208
Zfp688	555	402	460	593
Gm45184	1	0	7	6
Zfp689	164	191	187	312
Prr14	1010	759	814	1248
Fbrs	242	201	249	236
1700008J07Rik	131	151	161	122
Srcap	79	39	86	48
Gm42715	16	20	12	17
Gm28198	3	1	1	5
Tmem265	0	0	0	0
Phkg2	368	327	332	328
Ccdc189	175	115	199	206
Rnf40	927	404	536	1174
Gm44759	0	0	0	0
1700120K04Rik	0	0	0	0
Zfp629	170	54	94	232
Bcl7c	430	364	367	410
Gm39090	0	0	0	0
Ctf1	189	204	223	291
Ctf2	0	8	1	1
Fbxl19	72	28	45	42
Orai3	1131	1108	1461	1734
Setd1a	149	95	151	124
Gm49388	0	0	0	0
Hsd3b7	64	66	50	73
Stx1b	0	0	0	0
Stx4a	750	514	556	547
Zfp668	153	131	76	118
Zfp646	315	219	249	362
Prss53	3176	3052	3888	5953
Gm21974	0	1	0	0
Vkorc1	1322	1672	1892	1740
Bckdk	2469	2276	2529	3227
Kat8	413	458	500	680
Prss8	214	115	219	194
Prss36	216	274	334	324
Fus	840	509	812	768
Gm26690	0	0	0	0
Pycard	269	305	190	351
Gm15533	0	0	0	0
Trim72	0	0	0	0
Itgam	12	24	0	7
Gm49368	0	1	1	2
Itgax	57	102	2	24
Itgad	26	7	18	21
Gm39091	0	0	0	0
Cox6a2	568	524	507	620
Gm44850	227	233	257	355
9130023H24Rik	287	224	420	452
Armc5	1027	909	1188	2033
Tgfb1i1	19	10	6	18
Slc5a2	0	2	0	0
BC017158	511	550	727	1190
Rgs10	68	87	43	34
Tial1	732	593	535	663
Gm40457	0	0	0	0
Bag3	1029	690	358	651
Gm45121	0	0	0	0
Inpp5f	4637	3030	1774	2940
Mcmbp	631	445	447	868
Gm44674	0	3	0	0
Gm44672	64	66	25	31
Sec23ip	1895	1110	1357	2072
Gm32884	0	0	0	0
Plpp4	0	0	0	0
Gm33027	0	0	0	0
Wdr11	454	343	324	1133
Gm39094	0	0	0	0
Gm44778	0	0	0	0
Gm4265	0	0	2	0
Fgfr2	8	44	15	75
Ate1	1025	1006	1518	1299
Gm44647	5	12	16	6
Nsmce4a	1001	972	1162	1302
Tacc2	1316	1085	1143	1755
Etos1	0	0	6	0
Btbd16	0	0	0	0
Gm5602	33	36	18	27
Plekha1	1361	1129	1402	2150
Htra1	2	4	0	1
Dmbt1	269	72	0	1
4933402N03Rik	0	0	0	0
1700029B22Rik	0	0	0	0
5430419D17Rik	0	0	0	0
Cuzd1	13	8	0	14
Fam24b	0	0	0	0
Fam24a	1	0	0	0
2310057M21Rik	291	276	298	533
Pstk	117	162	176	194
Gm44623	5	0	3	1
Ikzf5	44	29	49	39
Acadsb	548	594	701	1302
Hmx3	0	0	0	0
Hmx2	0	0	0	0
Bub3	1822	2134	2316	2708
Gm44546	0	0	0	0
Gpr26	0	0	0	0
Cpxm2	0	8	0	4
Gm15677	0	0	0	0
Chst15	7	18	0	0
Gm10584	0	0	0	0
Gm44892	0	0	0	0
Gm34908	0	0	0	0
Gm44893	0	0	0	0
Gm35147	0	0	0	0
Oat	138	181	55	188
Nkx1-2	0	0	0	0
Gm16764	0	0	0	0
Lhpp	42	66	36	41
Gm15582	2	0	0	0
Fam53b	102	133	113	133
Eef1akmt2	631	782	782	836
Abraxas2	926	1016	1153	1553
Gm45502	0	0	0	0
Zranb1	674	626	931	1029
Gm15718	0	3	1	0
Ctbp2	164	190	175	180
4930483O08Rik	0	1	0	0
Gm45672	0	0	0	0
Tex36	0	0	0	0
Gm35625	0	0	0	0
Gm45671	0	0	0	0
Gm28747	0	0	0	0
Edrf1	385	215	305	512
Mmp21	0	3	0	5
Uros	1168	1107	1244	1311
Bccip	3007	3065	3286	3515
Dhx32	2397	2327	2490	4082
Gm45670	10	0	6	6
Fank1	19	42	17	43
Adam12	0	4	0	0
D7Ertd443e	0	0	0	0
Gm4593	0	0	0	0
Dock1	69	52	24	52
Fam196a	17	7	3	14
1700120G07Rik	0	0	0	0
Nps	0	0	0	0
Gm45339	0	0	0	0
Foxi2	0	0	0	0
Gm36356	0	0	0	0
Clrn3	0	0	0	0
Ptpre	11	65	1	7
5830432E09Rik	0	5	0	0
Mki67	12	5	0	0
Gm36431	0	0	0	0
Gm45241	0	0	0	0
6330420H09Rik	0	0	0	0
Gm36737	0	0	0	0
C030029H02Rik	5	4	8	15
C230079O03Rik	10	0	0	0
Gm36849	0	0	0	0
Gm6249	0	0	0	0
Mgmt	89	129	98	123
Ebf3	0	0	0	0
Gm45278	0	0	0	0
Gm10578	0	0	0	0
9430038I01Rik	61	146	115	109
Glrx3	1010	886	855	1119
Gm45397	0	0	0	0
Gm45682	0	0	0	0
Tcerg1l	0	1	0	0
Gm45686	0	0	0	0
4930543N07Rik	0	0	0	0
Gm30808	0	0	0	0
Mapk1ip1	719	595	858	1031
Ppp2r2d	1674	1507	1164	1809
Bnip3	1468	2626	1724	1833
Gm45507	0	0	0	0
Jakmip3	0	0	0	0
Gm45613	0	0	0	0
Dpysl4	0	0	0	0
Stk32c	0	0	0	0
Lrrc27	151	239	268	373
Pwwp2b	164	137	47	111
Gm32486	0	0	0	0
Inpp5a	959	897	1229	1841
Nkx6-2	1	1	6	1
Cfap46	0	8	2	5
Adgra1	2	0	8	13
Kndc1	5	3	0	0
Utf1	0	0	0	0
Gm2044	0	0	0	0
6430531B16Rik	0	23	0	0
Adam8	237	542	31	24
Tubgcp2	579	311	434	711
Zfp511	461	436	452	397
Msx3	0	0	0	0
Caly	22	12	47	8
Prap1	0	0	0	0
Fuom	1926	1635	1555	1531
Echs1	1565	1624	1391	1494
Paox	52	60	36	52
Mtg1	584	553	699	892
Sprn	0	0	0	0
Olfr522	0	0	0	0
Olfr523	0	0	0	0
Olfr524	0	0	0	0
Cd163l1	0	0	0	0
5830411N06Rik	0	0	0	0
Olfr525	0	0	0	0
Olfr527	0	0	0	0
Olfr60	0	0	0	0
Olfr530	0	0	0	0
Olfr531	0	0	0	0
Olfr532	0	0	0	0
Olfr533	0	0	0	0
Olfr535	0	0	0	0
Olfr536	0	0	0	0
Olfr538	0	0	0	0
Olfr46	0	0	0	0
Olfr61	0	0	0	0
Olfr53	0	0	0	0
Olfr539	0	0	0	0
Olfr45	0	0	0	0
Olfr541	0	0	0	0
Cyp2e1	0	0	0	0
Syce1	47	30	55	84
Zfp941	256	157	155	169
Gm45785	0	0	0	0
Urah	39	44	19	22
C330022C24Rik	0	0	0	0
Scgb1c1	0	0	0	0
Odf3	0	0	0	0
Bet1l	1236	958	1121	1098
Ric8a	989	826	1131	1485
Sirt3	331	241	345	383
Psmd13	2714	2308	2134	2741
Cox8b	2	2	0	0
Nlrp6	0	0	0	0
Pgghg	440	338	423	545
Ifitm5	0	0	0	0
Gm45717	0	0	0	0
Ifitm2	686	628	500	400
Ifitm1	1	2	0	0
Ifitm3	879	987	27	131
Ifitm6	0	10	0	0
Gm17387	0	0	0	0
B4galnt4	24	16	33	62
Pkp3	157	153	144	203
Sigirr	365	315	288	412
Ano9	40	58	25	82
Ptdss2	220	219	221	344
Rnh1	6440	6125	4963	6042
Hras	1251	1003	1084	1267
Lrrc56	145	203	148	270
Lmntd2	152	83	137	106
Rassf7	570	601	591	782
Phrf1	496	210	347	858
Irf7	11066	3895	2058	4087
Cdhr5	0	0	0	0
Sct	5	3	0	1
Drd4	0	0	0	0
Deaf1	520	492	761	943
Tmem80	617	737	788	742
Eps8l2	1373	614	1301	1804
Taldo1	4680	5187	4603	5062
Gatd1	1289	1145	1507	1652
Cend1	5	11	2	6
Slc25a22	2150	1770	1743	2356
Pidd1	57	46	53	61
Rplp2	2548	2400	2545	1971
Pnpla2	1025	994	1301	1769
Cracr2b	21	29	23	35
Cd151	93	116	136	90
Polr2l	544	633	605	637
Tspan4	116	130	24	52
Chid1	2584	2520	2119	3150
Ap2a2	1933	1063	1537	2616
Gm16982	0	0	0	0
Muc6	1	0	0	0
Muc2	0	11	0	0
Muc5ac	0	0	0	0
Muc5b	3	0	0	0
Tollip	2555	2074	3159	5503
Brsk2	138	85	119	268
Mob2	676	953	891	922
Dusp8	535	349	401	405
Gm45618	0	1	0	0
Gm39115	0	0	0	0
Gm45337	0	0	0	0
Gm29735	0	0	0	0
Gm4553	0	0	0	0
Krtap5-2	0	0	0	0
Gm10153	0	0	0	0
Krtap5-3	0	0	0	0
Gm7579	0	0	0	0
Krtap5-5	0	0	0	0
Gm40460	0	0	0	0
Gm2431	0	0	0	0
Gm4559	0	0	0	0
Gm45889	4	0	0	0
Krtap5-1	0	0	0	0
Krtap5-4	0	0	0	0
Ifitm10	15	6	18	11
Gm49369	0	0	0	0
Ctsd	5326	6545	3741	5602
Syt8	0	0	0	0
Tnni2	0	0	0	0
Lsp1	66	3	0	10
Prr33	0	0	0	0
Tnnt3	0	0	0	0
Mrpl23	433	392	362	368
H19	0	0	0	0
Gm33148	0	0	6	0
Igf2	3	2	1	9
Gm49394	0	0	0	0
Igf2os	0	0	0	0
Ins2	11120090	11541231	14218303	13082626
Gm6471	0	0	0	0
Gm39117	0	0	1	0
Th	732	1158	2082	2815
Ascl2	0	5	0	2
Tspan32os	0	0	0	0
Tspan32	0	0	0	7
Cd81	1367	2313	3261	2908
Trpm5	408	667	1095	1437
Tssc4	6139	5337	6452	7207
Kcnq1	0	4	20	0
Gm28821	0	0	0	0
Kcnq1ot1	406	386	473	268
4933417O13Rik	0	0	0	0
Cdkn1c	10	0	3	5
Gm44732	0	0	0	0
Slc22a18	89	39	22	51
Phlda2	0	3	3	2
Nap1l4	2433	2154	2254	3021
Cars	2219	1595	2205	3359
Gm15579	0	2	0	0
Tnfrsf26	16	24	8	7
E230032D23Rik	1	1	0	0
Tnfrsf22	141	72	119	204
Tnfrsf23	1071	612	298	580
Osbpl5	353	336	563	1321
Mrgprg	0	0	1	0
Mrgpre	622	613	417	1254
Nadsyn1	227	163	151	226
Dhcr7	550	387	554	1180
Gm498	0	0	0	0
Shank2	45	41	27	14
Gm14372	0	0	0	0
Cttn	2238	1624	2006	3586
Ppfia1	538	324	531	942
Faddos	2	0	2	0
Fadd	150	160	168	220
Ano1	0	13	2	0
Gm44930	0	0	0	0
Gm44929	0	0	0	0
Gm34964	0	0	0	0
Fgf3	0	0	0	0
Fgf4	0	0	0	0
Gm26793	0	0	0	0
Fgf15	0	0	0	0
Gm39119	0	0	0	0
Bc1	52	23	7	11
Oraov1	461	320	449	543
Ccnd1	937	708	1041	1042
Gm45181	0	0	0	0
Tpcn2	80	125	68	87
1810010D01Rik	0	3	0	0
Mrgprf	0	0	0	0
Mrgprd	0	0	0	0
9230019H11Rik	0	0	0	0
B020014A21Rik	0	0	0	0
H60c	0	0	0	0
Gm26752	0	0	0	0
Ppp1r14c	0	0	0	0
Iyd	0	0	0	1
Plekhg1	0	0	0	0
Mthfd1l	747	488	641	1129
Gm30570	0	0	0	0
Akap12	3	7	0	0
Zbtb2	117	70	144	149
Gm21781	36	42	15	17
Rmnd1	337	188	229	283
Armt1	318	137	247	269
Ccdc170	2	3	3	4
Esr1	21	21	59	5
Syne1	246	185	286	318
Gm10097	0	0	1	0
Myct1	0	0	0	0
Vip	0	193	0	0
Fbxo5	14	16	37	26
Mtrf1l	245	120	208	199
Rgs17	824	713	466	571
Gm10945	0	0	0	0
Oprm1	1	0	1	1
Ipcef1	39	29	17	44
Cnksr3	68	68	184	177
Ulbp1	0	0	0	0
Lrp11	5150	4203	4842	8783
Pcmt1	2463	2133	2389	2718
Nup43	171	214	190	204
Lats1	335	246	366	475
Katna1	883	1052	1107	1416
Ginm1	2267	2459	2597	2976
B430219N15Rik	5	1	0	0
Ppil4	699	470	730	992
Zc3h12d	19	20	0	14
Tab2	250	261	315	196
Gm48614	0	0	0	0
Gm30906	0	0	0	0
Ust	171	105	122	294
Gm48654	0	0	0	0
Sash1	3	21	3	4
Gm26674	0	11	0	1
Gm48727	0	0	0	0
Gm48728	0	0	0	0
Gm48748	0	0	0	0
Gm48749	0	0	0	0
Gm48757	0	0	0	0
Gm48759	0	0	0	0
Samd5	10	1	0	0
Stxbp5	497	290	490	594
Gm46210	3	5	0	8
Gm28905	1	6	4	1
Gm48278	0	0	0	0
Gm48281	0	1	0	0
Gm48279	0	0	0	0
Gm31904	0	0	0	0
Gm48324	0	0	0	0
Adgb	53	52	143	138
Rab32	120	194	39	27
Gm10944	0	0	0	0
Grm1	20	3	13	32
4930567K20Rik	0	0	0	1
Shprh	84	209	130	259
Gm16577	0	0	0	0
Fbxo30	169	111	88	170
Epm2a	22	31	24	40
Gm48680	0	0	0	0
Gm48697	0	0	0	0
Gm48721	0	0	0	0
Gm48722	0	0	0	0
Gm48723	0	0	0	0
Gm48724	0	0	0	0
Utrn	457	374	604	853
B230208H11Rik	1	0	0	5
Stx11	67	37	4	54
Sf3b5	1607	1586	1249	1217
Gm47691	0	0	0	0
Plagl1	75	50	48	53
Zc2hc1b	0	0	0	0
Ltv1	991	888	807	1164
Phactr2	117	54	62	93
Fuca2	1433	1489	1158	1522
Pex3	676	737	728	924
Adat2	21	47	14	35
Gm48773	0	0	0	0
Aig1	1441	1568	1685	1974
Gm32172	0	0	0	0
Gm32105	0	0	0	0
Hivep2	235	192	301	232
Gm26835	0	1	8	4
Gm28289	0	0	0	0
Gm48843	0	0	0	0
Gm48845	0	0	0	0
Gm48844	0	0	0	0
Gm40603	0	0	0	0
Gm48854	0	0	0	0
Adgrg6	0	0	0	0
Gm46212	0	0	0	0
Vta1	1013	852	1018	1179
Gm16234	0	3	0	0
Nmbr	0	4	0	7
Gje1	0	0	0	0
B230364G03Rik	0	0	0	0
Gm47698	0	0	0	0
Gm47710	0	0	0	0
Gm47712	0	0	0	0
Gm40604	0	0	0	0
Gm32283	0	0	0	0
C330004P14Rik	0	0	0	0
Gm47729	0	0	0	0
Gm47760	0	0	0	0
Gm47761	6	0	2	0
Gm47769	0	1	1	1
Gm47770	0	0	0	0
Gm47771	0	0	0	0
Cited2	705	664	758	1014
Gm20655	0	0	5	17
Txlnb	0	1	0	6
Heca	137	101	151	100
Abracl	2330	2506	2255	2240
Reps1	600	377	555	1156
Ect2l	2	1	8	0
Ccdc28a	146	184	256	262
Gm10827	2	1	0	6
Nhsl1	4	54	20	0
Hebp2	5	7	0	0
Arfgef3	1486	1098	1183	1453
Gm32926	54	45	64	59
Gm4922	7	3	14	7
4930444F02Rik	0	0	0	0
Perp	243	282	238	237
Gm48483	0	0	0	0
Tnfaip3	234	87	19	52
1700124M09Rik	0	0	0	0
Gm48545	0	0	0	0
Gm20139	0	0	0	0
Gm33056	0	0	0	0
Olig3	0	0	0	0
Gm33104	0	0	0	0
Ifngr1	445	558	402	751
Il22ra2	0	0	0	0
9230106D20Rik	0	0	0	0
Il20ra	0	0	0	0
AC153891.1	0	0	0	0
Slc35d3	995	597	742	1233
Pex7	1064	1392	1620	1941
Map3k5	252	176	261	522
Map7	553	460	766	1290
4930405J17Rik	0	0	0	0
Gm48249	1	5	0	2
4933406P04Rik	59	84	96	129
Bclaf1	982	640	1163	1430
Mtfr2	0	4	3	9
Pde7b	18	14	3	3
Gm48651	0	0	0	0
Ahi1	797	617	811	828
Gm20149	0	0	0	0
Gm48189	0	0	0	0
Myb	0	0	2	3
Gm26577	0	0	0	0
Gm40608	0	0	0	0
Gm33619	0	0	0	0
Gm33728	0	0	0	0
Hbs1l	1169	964	968	1485
4930455C13Rik	8	2	2	0
Aldh8a1	0	0	0	0
1700021A07Rik	0	0	0	0
1700020N01Rik	0	0	0	0
Gm5420	0	0	0	0
Gm29323	0	1	0	0
Platr6	0	5	0	0
Sgk1	288	340	203	590
4930444G20Rik	0	0	0	0
E030030I06Rik	48	72	62	49
Raet1e	0	3	0	0
H60b	0	0	0	0
Gm26740	0	14	0	0
Gm26581	0	0	0	0
Raet1d	0	2	0	0
Gm10825	0	0	0	0
Slc2a12	0	4	14	0
Tbpl1	483	516	609	671
Gm10824	0	0	0	0
Tcf21	0	0	0	0
Eya4	0	8	0	0
Gm47843	0	0	0	0
4930520K02Rik	0	0	0	0
Rps12	623	456	486	351
Slc18b1	91	145	191	247
Vnn3	181	39	0	4
Vnn1	6	7	3	0
Taar1	42	8	37	7
Taar2	0	0	0	2
Taar3	0	0	0	0
Taar4	0	0	0	0
Taar5	0	0	0	0
Taar6	0	0	0	0
Taar7a	0	0	0	0
Taar7b	0	0	0	0
Taar7d	0	0	0	0
Taar7e	0	0	0	0
Taar7f	0	0	0	0
Taar8a	0	0	0	0
Taar8b	0	0	4	0
Taar8c	0	0	0	0
Taar9	0	0	0	0
Gm40614	1	3	10	0
Stx7	3191	3803	3579	4515
Moxd1	0	0	0	0
Gm15271	0	0	0	0
Ctgf	0	23	0	7
Enpp1	34	21	0	0
Enpp3	4	9	18	8
Med23	210	219	291	501
Arg1	330	467	88	103
Gm47715	0	0	0	0
Akap7	123	152	126	154
Gm40617	0	0	9	2
Epb41l2	50	66	0	42
Smlr1	0	0	0	0
Gm29571	0	0	0	0
Gm36908	0	0	0	0
Gm36543	281	189	102	152
4930401C15Rik	0	0	0	0
Gm47939	0	0	0	0
Tmem200a	9	4	0	1
Gm9767	7	4	2	3
Samd3	0	0	0	0
L3mbtl3	0	9	6	16
Gm30034	0	0	0	0
Gm48893	0	0	0	0
Arhgap18	104	112	61	244
Gm48084	0	0	0	0
Lama2	0	0	0	0
4930579H20Rik	0	0	0	0
Gm30165	0	0	0	0
Gm30228	0	0	0	0
Ptprk	58	94	46	59
Themis	0	0	0	0
2310057J18Rik	0	0	0	0
Soga3	465	252	488	579
Gm49353	0	0	1	0
9330159F19Rik	22	43	22	47
Gm46218	2	5	3	7
Echdc1	210	272	183	374
Rnf146	269	258	404	478
Gm40621	0	0	0	0
Rspo3	0	0	0	0
Gm48159	0	0	0	1
Gm48215	0	0	0	0
Cenpw	79	65	69	58
Trmt11	241	379	341	363
Gm20300	416	396	422	526
Hint3	1242	1077	1045	1040
Ncoa7	505	405	436	420
Hey2	0	0	0	0
Gm30676	0	0	0	0
Hddc2	351	444	317	313
Tpd52l1	411	323	224	258
Gm48094	2	0	0	2
Gm48093	0	0	0	0
Rnf217	513	429	676	917
Nkain2	1	0	2	0
Gm47823	0	0	0	0
Trdn	14	0	0	0
D830005E20Rik	0	0	0	0
Clvs2	4	2	0	0
Gm15939	0	0	0	0
Sult3a2	0	0	0	0
Sult3a1	0	0	0	0
Rsph4a	12	10	4	9
Zufsp	290	222	163	338
Rwdd1	1468	1639	1621	1779
Gm48045	30	23	59	75
Trappc3l	0	0	0	0
Fam26d	0	0	0	0
Fam26e	3	0	0	0
Fam26f	12	7	10	0
Dse	68	46	46	106
Gm26564	0	0	0	0
Tspyl1	1251	871	1259	1738
Nt5dc1	222	201	220	332
Gm47512	15	13	24	20
Tspyl4	1240	1260	1771	2553
Col10a1	4	1	1	0
Frk	827	519	464	667
1700054O05Rik	0	0	0	0
Amd2	21	20	6	12
AC123035.1	0	0	0	0
Gm47049	0	0	0	0
Hs3st5	0	0	5	0
Hdac2	1990	1960	2363	3448
Marcks	1556	995	1282	1620
4930543K20Rik	0	0	0	0
Gm26535	1	0	0	0
Gm31378	0	0	0	0
4930591E09Rik	0	0	0	0
Gm48197	0	0	0	0
Rfpl4b	0	0	0	0
Lama4	0	0	1	0
Fam229b	213	234	212	152
Tube1	24	20	36	63
Wisp3	2	3	0	0
D030034A15Rik	0	0	0	0
Gm31562	0	0	0	0
Gm48486	0	0	0	0
Fyn	135	113	96	178
Gm16364	3	9	5	14
Gm16365	16	23	4	13
Traf3ip2	550	351	457	519
E130307A14Rik	28	76	109	58
Rev3l	257	305	345	402
Gm26824	5	0	0	0
Mfsd4b4	102	81	119	135
Mfsd4b2	0	0	0	0
Mfsd4b3	0	10	4	16
Mfsd4b5	8	11	19	25
Mfsd4b1	32	74	71	40
Slc16a10	1003	784	905	857
Gm31992	45	36	30	45
Gm47598	0	0	1	0
Rpf2	493	536	466	585
Gtf3c6	621	501	481	525
A930033M14Rik	0	0	0	0
Amd1	327	215	319	548
Cdk19	35	17	60	69
Cdk19os	2	9	0	0
Slc22a16	0	0	0	0
Ddo	125	133	156	177
Mettl24	1	2	4	0
Cdc40	384	266	271	546
Wasf1	46	46	57	29
Gm48057	0	0	0	0
Gpr6	0	0	0	0
Gm32284	0	0	0	0
AC166165.1	0	0	0	0
Fig4	361	305	307	782
Ak9	0	4	0	7
Zbtb24	488	334	401	694
Mical1	15	31	0	7
Smpd2	1104	945	922	1682
Ppil6	69	44	69	93
Cd164	35254	35483	39351	47333
Ccdc162	477	435	512	450
Gm17196	9	11	2	0
Cep57l1	79	52	70	137
BC048559	6	0	1	0
Sesn1	217	289	427	821
Armc2	0	0	0	10
Foxo3	139	193	224	167
Afg1l	151	222	154	368
Snx3	3954	4537	4586	4993
Nr2e1	0	0	0	0
Ostm1	1049	931	899	1540
Gm15200	0	0	0	0
Gm15199	0	0	0	0
Sec63	2690	1941	2022	3294
Gm26860	35	25	8	21
Scml4	100	108	222	258
Gm34006	15	16	27	25
Gm48671	1	0	0	7
Sobp	251	201	306	318
Gm47815	0	4	0	0
Gm29246	3	3	5	2
9030612E09Rik	98	113	103	127
Pdss2	198	150	135	267
Bend3	55	37	92	76
Gm47889	101	109	158	136
Gm9803	47	36	50	42
